EmployeeId,PositionId,ShiftType,Date,DayOfWeek,Month,IsWeekend,ContractHours,NightShift,Label
6548dfd4-e2fb-4d11-8745-1f62d8dd322c,43B5757E-91EC-4260-7F82-08DD6DE19A8E,6,01/12/2026 00:00:00,2,1,False,36,True,1
84ae2a70-f4ab-49c8-aad6-bd107882a9a0,43B5757E-91EC-4260-7F82-08DD6DE19A8E,6,01/12/2026 00:00:00,2,1,False,40,True,0
23585a8f-5bb9-44d7-a5f9-d7498c60ab2c,43B5757E-91EC-4260-7F82-08DD6DE19A8E,6,01/12/2026 00:00:00,2,1,False,36,True,0
477951d3-95b8-4933-ad3b-ae6f86eafc55,43B5757E-91EC-4260-7F82-08DD6DE19A8E,6,01/12/2026 00:00:00,2,1,False,36,True,0
6548dfd4-e2fb-4d11-8745-1f62d8dd322c,43B5757E-91EC-4260-7F82-08DD6DE19A8E,11,01/12/2026 00:00:00,2,1,False,36,True,1
b8eaaef1-8890-4d24-8c6c-3db23f8812a0,43B5757E-91EC-4260-7F82-08DD6DE19A8E,11,01/12/2026 00:00:00,2,1,False,30,True,0
1b96029f-d249-4657-97e1-ce4086f265fc,43B5757E-91EC-4260-7F82-08DD6DE19A8E,11,01/12/2026 00:00:00,2,1,False,30,True,0
ef1909c6-1a9a-492d-9762-3e293e7a5d2a,43B5757E-91EC-4260-7F82-08DD6DE19A8E,11,01/12/2026 00:00:00,2,1,False,40,True,0
2320cb1b-d64f-4486-aabe-9754c12a1d06,4BD7ADFE-52D2-44DB-7F83-08DD6DE19A8E,6,01/12/2026 00:00:00,2,1,False,36,True,1
57f57d9a-735a-4bcc-afb6-f2799bd738a4,4BD7ADFE-52D2-44DB-7F83-08DD6DE19A8E,6,01/12/2026 00:00:00,2,1,False,36,True,0
f538e494-84f3-4ea8-ae3b-f0f142294fbe,4BD7ADFE-52D2-44DB-7F83-08DD6DE19A8E,6,01/12/2026 00:00:00,2,1,False,36,True,0
7e88a351-8bd2-4db4-8d56-1cdf9734e9a7,4BD7ADFE-52D2-44DB-7F83-08DD6DE19A8E,6,01/12/2026 00:00:00,2,1,False,30,True,0
2320cb1b-d64f-4486-aabe-9754c12a1d06,4BD7ADFE-52D2-44DB-7F83-08DD6DE19A8E,11,01/12/2026 00:00:00,2,1,False,36,True,1
aaefc13b-a985-4a6e-9d0c-f1366cffca9a,4BD7ADFE-52D2-44DB-7F83-08DD6DE19A8E,11,01/12/2026 00:00:00,2,1,False,40,True,0
9249db54-a23a-48e5-847d-cae130c90544,4BD7ADFE-52D2-44DB-7F83-08DD6DE19A8E,11,01/12/2026 00:00:00,2,1,False,30,True,0
d5900ef2-17fd-42da-b9ea-b20a194fec05,4BD7ADFE-52D2-44DB-7F83-08DD6DE19A8E,11,01/12/2026 00:00:00,2,1,False,30,True,0
157e4c9d-980e-4897-ad5f-f4c5c301f195,B0DBC32C-1BBA-4075-33AE-08DD6DF6DAED,6,01/12/2026 00:00:00,2,1,False,36,True,1
730acd68-bb73-4257-a670-dc3ab1bb6074,B0DBC32C-1BBA-4075-33AE-08DD6DF6DAED,6,01/12/2026 00:00:00,2,1,False,36,True,0
