PositionId,ShiftType,DayOfWeek,Month,IsWeekend,Label
7828EA1E-332F-44EE-960A-08DD17656FFB,19,3,12,False,0
7828EA1E-332F-44EE-960A-08DD17656FFB,20,3,12,False,0
7828EA1E-332F-44EE-960A-08DD17656FFB,21,3,12,False,0
7828EA1E-332F-44EE-960A-08DD17656FFB,22,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,1,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,2,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,3,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,4,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,5,3,12,False,1
EC754F9E-6217-4A0A-960B-08DD17656FFB,6,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,7,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,8,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,9,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,10,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,11,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,12,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,13,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,14,3,12,False,1
EC754F9E-6217-4A0A-960B-08DD17656FFB,15,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,16,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,17,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,18,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,19,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,20,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,21,3,12,False,0
EC754F9E-6217-4A0A-960B-08DD17656FFB,22,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,1,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,2,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,3,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,4,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,5,3,12,False,1
52B10290-AC6C-4A72-960C-08DD17656FFB,6,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,7,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,8,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,9,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,10,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,11,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,12,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,13,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,14,3,12,False,1
52B10290-AC6C-4A72-960C-08DD17656FFB,15,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,16,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,17,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,18,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,19,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,20,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,21,3,12,False,0
52B10290-AC6C-4A72-960C-08DD17656FFB,22,3,12,False,0
FF0F4B32-DB6C-4965-960D-08DD17656FFB,1,3,12,False,0
FF0F4B32-DB6C-4965-960D-08DD17656FFB,2,3,12,False,0
FF0F4B32-DB6C-4965-960D-08DD17656FFB,3,3,12,False,0
FF0F4B32-DB6C-4965-960D-08DD17656FFB,4,3,12,False,0
FF0F4B32-DB6C-4965-960D-08DD17656FFB,5,3,12,False,1
FF0F4B32-DB6C-4965-960D-08DD17656FFB,6,3,12,False,0
FF0F4B32-DB6C-4965-960D-08DD17656FFB,7,3,12,False,0
FF0F4B32-DB6C-4965-960D-08DD17656FFB,8,3,12,False,0
FF0F4B32-DB6C-4965-960D-08DD17656FFB,9,3,12,False,0
FF0F4B32-DB6C-4965-960D-08DD17656FFB,10,3,12,False,0
